ID_Number,year,fips,state,county_name,total_pop,total_pop_15to64,female_pop_15to64,male_pop_15to64,asian_pop_15to64,black_pop_15to64,latino_pop_15to64,native_pop_15to64,other_pop_15to64,white_pop_15to64,urbanicity,region,division,commuting_zone,metro_area,land_area,total_jail_adm,total_jail_adm_dcrp,female_jail_adm_dcrp,male_jail_adm_dcrp,total_jail_pop,female_jail_pop,male_jail_pop,asian_jail_pop,black_jail_pop,latino_jail_pop,native_jail_pop,white_jail_pop,total_jail_pretrial,female_jail_pretrial,male_jail_pretrial,jail_from_state_prison,jail_from_other_state_prison,jail_from_state_jail,jail_from_other_state_jail,jail_from_fed,jail_from_ice,total_jail_pop_dcrp,female_jail_pop_dcrp,male_jail_pop_dcrp,total_prison_pop,female_prison_pop,male_prison_pop,asian_prison_pop,black_prison_pop,latino_prison_pop,native_prison_pop,other_prison_pop,white_prison_pop,total_prison_adm,female_prison_adm,male_prison_adm,asian_prison_adm,black_prison_adm,latino_prison_adm,native_prison_adm,other_prison_adm,white_prison_adm,num_facilites,num_employees,confined_pop,capacity,ucr_population,index_crime,violent_crime,property_crime,murder_crime,rape_crime,robbery_crime,agr_assault_crime,burglary_crime,larceny_crime,mv_theft_crime,arson_crime
200623007,2006,23007,ME,Franklin County,30528,20911,10683,10228,112,57,155,103,,20484,rural,Northeast,New England,94,,1696.993,625.7143,1082,214,868,23,0,22,0,0,0,0,22,9,0,9,0,0,0,0,0,0,27,3,24,41.85714286,3.214285714,38.64285714,0,0,0,0,0.642857143,41.21428571,12.22222222,,,0,0,0,0,1,11.22222222,0,0,0,0,29706,985,41,944,0,6,6,29,181,741,20,2
200723007,2007,23007,ME,Franklin County,30596,20841,10623,10218,108,61,157,104,,20411,rural,Northeast,New England,94,,1696.993,625.7143,1182,228,954,23,0,22,0,0,0,0,22,9,0,9,0,0,0,0,0,0,30,2,28,46.28571429,3.571428571,42.71428571,0,0,0,0,0.714285714,45.57142857,14.77777778,,,0,0,0,0,1,13.77777778,0,0,0,0,29822,838,50,788,0,13,5,32,167,594,19,8
200823007,2008,23007,ME,Franklin County,30652,20846,10664,10182,106,65,178,111,,20386,rural,Northeast,New England,94,,1696.993,625.7143,1177,237,940,23,0,22,0,0,0,0,22,9,0,9,0,0,0,0,0,0,29,2,27,50.71428571,3.928571429,46.78571429,0,0,0,0,0.785714286,49.92857143,17.33333333,,,0,0,0,0,1,16.33333333,0,0,0,0,29849,840,39,801,1,15,2,21,178,597,23,3
200923007,2009,23007,ME,Franklin County,30779,20817,10659,10158,95,65,170,117,,20370,rural,Northeast,New England,94,,1696.993,625.7143,572,94,478,23,0,22,0,0,0,0,22,9,0,9,0,0,0,0,0,0,18,2,16,55.14285714,4.285714286,50.85714286,0,0,0,0,0.857142857,54.28571429,19.88888889,,,0,0,0,0,1,18.88888889,0,0,0,0,29839,781,41,740,0,18,1,22,139,570,28,3
201023007,2010,23007,ME,Franklin County,30768,20737,10653,10084,105,66,181,114,,20271,rural,Northeast,New England,94,,1696.993,625.7143,572,94,478,23,0,22,0,0,0,0,22,9,0,9,0,0,0,0,0,0,18,2,16,59.57142857,4.642857143,54.92857143,0,0,0,0,0.928571429,58.64285714,22.44444444,,,0,0,0,0,1,21.44444444,0,0,0,0,30768,722,38,684,0,22,1,15,139,525,15,5
201123007,2011,23007,ME,Franklin County,30715,20685,10642,10043,105,75,186,115,,20204,rural,Northeast,New England,94,,1696.993,625.7143,572,94,478,23,0,22,0,0,0,0,22,9,0,9,0,0,0,0,0,0,18,2,16,64,5,59,0,0,0,0,1,63,25,,,0,0,0,0,1,24,0,0,0,0,30764,879,56,823,1,23,4,28,216,581,21,5
201223007,2012,23007,ME,Franklin County,30731,20631,10565,10066,113,91,200,110,,20117,rural,Northeast,New England,94,,1696.993,625.7143,572,94,478,23,0,22,0,0,0,0,22,9,0,9,0,0,0,0,0,0,18,2,16,45,,,0,,0,0,3,42,24,,,0,,0,0,3,21,0,0,0,0,30769,721,39,682,0,15,4,20,151,507,22,2
201323007,2013,23007,ME,Franklin County,30651,20443,10472,9971,114,107,213,109,,19900,rural,Northeast,New England,94,,1696.993,625.7143,572,94,478,23,0,22,0,0,0,0,22,9,0,9,0,0,0,0,0,0,18,2,16,58,,,0,,0,0,4,54,37,,,0,0,0,,3,34,0,0,0,0,30568,645,40,605,0,12,3,25,138,452,14,1
201423007,2014,23007,ME,Franklin County,30519,20121,10321,9800,114,105,252,115,,19535,rural,Northeast,New England,94,,1696.993,625.7143,,,,23,0,22,0,0,0,0,22,9,0,9,0,0,0,0,0,0,,,,47,,,0,,0,0,3,44,22,,,0,,0,0,1,21,0,0,0,0,30477,444,28,416,1,13,1,13,64,341,10,1
201523007,2015,23007,ME,Franklin County,30236,19855,10156,9699,118,121,258,109,,19249,rural,Northeast,New England,94,,1696.993,625.7143,,,,23,0,22,0,0,0,0,22,9,0,9,0,0,0,0,0,0,,,,40,4,36,0,,0,0,4,36,17,,,0,0,0,0,1,16,0,0,0,0,,,,,,,,,,,,
201623007,2016,23007,ME,Franklin County,30072,19620,10026,9594,102,127,264,109,,19018,rural,Northeast,New England,94,,1696.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197023009,1970,23009,ME,Hancock County,34802,20607,10321,10286,,8,,,66,20533,rural,Northeast,New England,339,,1586.99,0,,,,5,1,4,,,,,,2,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197123009,1971,23009,ME,Hancock County,35692,21274,10594,10680,,9,,,71,21194,rural,Northeast,New England,339,,1586.99,0,,,,5,1,4.125,,,,,,2,0,1.875,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197223009,1972,23009,ME,Hancock County,36797,22146,10987,11159,,11,,,78,22057,rural,Northeast,New England,339,,1586.99,0,,,,5,1,4.25,,,,,,2,0,1.75,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197323009,1973,23009,ME,Hancock County,37767,22932,11353,11579,,11,,,81,22840,rural,Northeast,New England,339,,1586.99,0,,,,5,1,4.375,,,,,,2,0,1.625,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197423009,1974,23009,ME,Hancock County,38427,23458,11592,11866,,16,,,84,23358,rural,Northeast,New England,339,,1586.99,0,,,,5,1,4.5,,,,,,2,0,1.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197523009,1975,23009,ME,Hancock County,39291,24122,11900,12222,,21,,,85,24016,rural,Northeast,New England,339,,1586.99,0,,,,5,1,4.625,,,,,,2,0,1.375,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197623009,1976,23009,ME,Hancock County,40163,24972,12328,12644,,21,,,88,24863,rural,Northeast,New England,339,,1586.99,0,,,,5,1,4.75,,,,,,2,0,1.25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197723009,1977,23009,ME,Hancock County,40883,25605,12652,12953,,25,,,88,25492,rural,Northeast,New England,339,,1586.99,0,,,,5,1,4.875,,,,,,2,0,1.125,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,40787,1184,26,1158,1,1,5,19,425,652,81,0
197823009,1978,23009,ME,Hancock County,41306,26042,12882,13160,,27,,,94,25921,rural,Northeast,New England,339,,1586.99,260.7143,,,,5,1,5,,,,,,2,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,40457,1352,31,1321,0,4,6,21,583,657,81,0
197923009,1979,23009,ME,Hancock County,42168,26787,13264,13523,,30,,,95,26662,rural,Northeast,New England,339,,1586.99,411.1714,,,,7.6,1,7.6,,,,,,2.4,0,1.285714,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
198023009,1980,23009,ME,Hancock County,41834,26577,13173,13404,,30,,,99,26448,rural,Northeast,New England,339,,1586.99,561.6286,,,,10.2,1,10.2,,,,,,2.8,0,1.571429,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,41735,1530,54,1476,0,7,4,43,530,868,62,16
198123009,1981,23009,ME,Hancock County,41834,26676,13217,13459,,33,,,113,26530,rural,Northeast,New England,339,,1586.99,712.0857,,,,12.8,1,12.8,,,,,,3.2,0,1.857143,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,42044,1728,56,1672,1,5,4,46,603,1003,46,20
198223009,1982,23009,ME,Hancock County,42308,26982,13379,13603,,39,,,121,26822,rural,Northeast,New England,339,,1586.99,862.5428,,,,15.4,1,15.4,,,,,,3.6,0,2.142857,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,42082,1542,41,1501,3,2,4,32,420,1017,60,4
198323009,1983,23009,ME,Hancock County,42732,27296,13542,13754,,45,,,130,27121,rural,Northeast,New England,339,,1586.99,1013,,,,18,1,18,,,,,,4,0,2.428571,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,42561,1326,47,1279,2,2,3,40,375,839,53,12
198423009,1984,23009,ME,Hancock County,43449,27861,13842,14019,,49,,,137,27675,rural,Northeast,New England,339,,1586.99,1138.5,,,,16,1,16,,,,,,3.5,0,2.714286,2.818182,0,0,0,0,0,,,,,,,,,,,,,32,,,0,0,0,,1,31,0,0,0,0,43235,1170,30,1140,1,2,2,25,328,757,54,1
198523009,1985,23009,ME,Hancock County,43836,28169,13995,14174,,56,,,150,27963,rural,Northeast,New England,339,,1586.99,1264,,,,14,1,14,,,,,,3,0,3,4.636364,0,0,0,0,0,,,,,,,,,,,,,32.66666667,,,0,0,0,,0.888888889,31.77777778,0,0,0,0,43685,1144,25,1119,0,4,4,17,303,759,46,11
198623009,1986,23009,ME,Hancock County,44213,28475,14144,14331,,57,,,161,28257,rural,Northeast,New England,339,,1586.99,1161,,,,17,1,18,,,,,,7,0,7,6.454545,0,0,0,0,0,,,,,,,,,,,,,33.33333333,,,0,0,0,,0.777777778,32.55555556,0,0,0,0,42781,1048,21,1027,1,2,1,17,212,767,43,5
198723009,1987,23009,ME,Hancock County,44919,28971,14392,14579,,58,,,173,28740,rural,Northeast,New England,339,,1586.99,931,,,,18,1,14,,,,,,5,0,5,8.272727,0,0,0,0,0,,,,,,,,,,,,,34,,,0,0,0,,0.666666667,33.33333333,0,0,0,0,43319,1160,30,1130,1,8,2,19,337,710,75,8
198823009,1988,23009,ME,Hancock County,45804,29604,14719,14885,,66,,,182,29356,rural,Northeast,New England,339,,1586.99,1169,,,,17,1.277778,15,,,,,,5,0,5,10.09091,0,0,0,0,0,,,,,,,,,,,,,34.66666667,,,0,0,0,,0.555555556,34.11111111,0,0,0,0,45513,1215,50,1165,2,6,2,40,330,780,54,1
198923009,1989,23009,ME,Hancock County,46420,29963,14906,15057,,71,,,195,29697,rural,Northeast,New England,339,,1586.99,1252.338,,,,18,1.555556,16.4,,,,,,4.6,0,4.6,11.90909,0,0,0,0,0,,,,,,,,,,,,,35.33333333,,,0,0,0,,0.444444444,34.88888889,0,0,0,0,46415,1190,27,1163,0,14,4,9,292,819,46,6
199023009,1990,23009,ME,Hancock County,47148,30480,15179,15301,87,70,164,108,,30051,rural,Northeast,New England,339,,1586.99,1335.675,,,,19,1.833333,17.8,0,0,0,0,15,4.2,0,4.2,13.72727,0,0,0,0,0,,,,,,,,,,,,,36,,,0,0,0,,0.333333333,35.66666667,0,0,0,0,46948,1202,30,1172,0,6,1,23,259,881,32,0
199123009,1991,23009,ME,Hancock County,47790,30860,15365,15495,92,74,168,115,,30411,rural,Northeast,New England,339,,1586.99,1419.013,,,,20,2.111111,19.2,0,0,0,0,15,3.8,0,3.8,15.54545,0,0,0,0,0,,,,,,,,,,,,,36.66666667,,,0,0,0,,0.222222222,36.44444444,0,0,0,0,45956,1331,39,1292,1,9,0,29,344,916,28,4
199223009,1992,23009,ME,Hancock County,48268,31137,15529,15608,99,70,170,118,,30680,rural,Northeast,New England,339,,1586.99,1502.351,,,,21,2.388889,20.6,0,0,0,0,15,3.4,0,3.4,17.36364,0,0,0,0,0,,,,67,,,0,0,0,,1,66,37.33333333,,,0,0,0,,0.111111111,37.22222222,0,0,0,0,45956,1214,32,1182,0,7,2,23,341,791,46,4
199323009,1993,23009,ME,Hancock County,49030,31648,15789,15859,104,80,173,125,,31166,rural,Northeast,New England,339,,1586.99,1585.688,,,,22,2.666667,22,0,0,0,0,15,3,0,3,19.18182,0,0,0,0,0,,,,77,0,77,0,0,0,0,0,77,38,0,38,0,0,0,0,0,38,0,0,0,0,,,,,,,,,,,,
199423009,1994,23009,ME,Hancock County,49540,32034,16044,15990,112,70,181,128,,31543,rural,Northeast,New England,339,,1586.99,1669.026,,,,22.83333,2.944444,23.16667,0,0,0,0,17,4.333333,0,4.333333,21,0,0,0,0,0,,,,76,0,76,0,0,0,0,0,76,29,0,29,0,0,0,0,0,29,0,0,0,0,48110,1093,42,1051,1,16,1,24,213,784,50,4
199523009,1995,23009,ME,Hancock County,50103,32511,16289,16222,114,78,181,136,,32002,rural,Northeast,New England,339,,1586.99,1752.364,,,,23.66667,3.222222,24.33333,0,0,0,0,19,5.666667,0,5.666667,22.81818,0,0,0,0,0,,,,74,,,0,,0,0,1,73,26,,,0,,0,0,1,25,0,0,0,0,48873,1225,61,1164,4,6,2,49,245,869,45,5
199623009,1996,23009,ME,Hancock County,50208,32707,16422,16285,125,76,189,140,,32177,rural,Northeast,New England,339,,1586.99,1835.701,,,,24.5,3.5,25.5,0,0,0,0,21,7,0,7,24.63636,0,0,0,0,0,,,,88,,,0,,0,0,2,86,41,,,0,0,0,0,1,40,0,0,0,0,48949,1248,60,1188,3,12,2,43,286,853,48,1
199723009,1997,23009,ME,Hancock County,50814,33273,16747,16526,127,86,194,157,,32709,rural,Northeast,New England,339,,1586.99,1919.039,,,,25.33333,3.777778,26.66667,0,0,0,0,23,8.333333,0,8.333333,26.45455,0,0,0,0,0,,,,73,,,0,,0,,2,71,20,,,0,0,0,0,1,19,0,0,0,0,48907,1235,54,1181,0,5,1,48,268,862,45,6
199823009,1998,23009,ME,Hancock County,51276,33705,16961,16744,129,87,210,159,,33120,rural,Northeast,New England,339,,1586.99,2002.377,,,,26.16667,4.055555,27.83333,0,0,0,0,25,9.666667,0,9.666667,28.27273,0,0,0,0,0,,,,72.71428571,,,0,,0,,2.285714286,70.42857143,32,,,0,0,0,0,3,29,0,0,0,0,49718,1292,53,1239,1,2,2,48,275,919,43,2
199923009,1999,23009,ME,Hancock County,51404,33875,17089,16786,152,82,203,163,,33275,rural,Northeast,New England,339,,1586.99,2085.714,,,,27,4.333333,29,0,1,0,1,27,11,0,11,30.09091,0,2,0,0,0,,,,72.42857143,,,0,,0,,2.571428571,69.85714286,34,,,0,0,0,0,2,32,0,0,0,0,50285,1334,36,1298,1,3,3,29,321,916,59,2
200023009,2000,23009,ME,Hancock County,51967,34365,17357,17008,155,102,216,167,,33725,rural,Northeast,New England,339,,1586.99,2085.714,2052,501,1551,31.16667,4.611111,30.66667,0,1.071429,0,0,30,13,0,12.5,31.90909,0,0,0,0,0,44,2,42,72.14285714,,,0,,0,,2.857142857,69.28571429,24,,,0,0,0,0,3,21,0,0,0,0,51791,1202,47,1155,1,4,5,37,233,877,45,0
200123009,2001,23009,ME,Hancock County,52109,34701,17553,17148,199,117,277,171,,33937,rural,Northeast,New England,339,,1586.99,2085.714,2052,501,1551,35.33333,4.888889,32.33333,0,1.142857,0,0,33,15,0,14,33.72727,0,0,0,0,0,50,5,45,71.85714286,,,0,,0,,3.142857143,68.71428571,24,4,20,0,0,0,0,3,21,0,0,0,0,52268,1177,68,1109,4,4,5,55,198,852,57,2
200223009,2002,23009,ME,Hancock County,52327,35125,17746,17379,217,121,278,172,,34337,rural,Northeast,New England,339,,1586.99,2085.714,2052,501,1551,39.5,5.166667,34,0,1.214286,0,0,36,17,0,15.5,35.54546,0,0,0,0,0,50,6,50,71.57142857,3.071428571,68.5,0,,0,,3.428571429,68.14285714,42,,,0,,0,,12,30,0,0,0,0,52585,1143,43,1100,0,8,4,31,238,803,57,2
200323009,2003,23009,ME,Hancock County,53030,35778,18059,17719,238,132,293,160,,34955,rural,Northeast,New England,339,,1586.99,2085.714,2052,501,1551,43.66667,5.444445,35.66667,0,1.285714,0,0,39,19,0,17,37.36364,0,0,0,0,0,40,8,40,71.28571429,3.285714286,68,0,,0,,3.714285714,67.57142857,40.33333333,,,0,,0,,10.88888889,29.44444444,0,0,0,0,52815,1233,43,1190,0,5,4,34,284,857,46,3
200423009,2004,23009,ME,Hancock County,53613,36391,18312,18079,258,141,325,167,,35500,rural,Northeast,New England,339,,1586.99,2085.714,1836,249,1587,47.83333,5.722222,37.33333,0,1.357143,0,0,42,21,0,18.5,39.18182,0,0,0,0,0,52,9,43,71,3.5,67.5,0,,0,,4,67,38.66666667,,,0,,0,,9.777777778,28.88888889,0,0,0,0,53258,1209,38,1171,1,0,4,33,238,875,55,3
200523009,2005,23009,ME,Hancock County,53745,36642,18391,18251,266,157,333,166,,35720,rural,Northeast,New England,339,,1586.99,2085.714,18568,2753,15815,52,6,39,0,1.428571,0,0,45,23,3,20,41,0,0,0,4,0,53,8,45,70.71428571,3.714285714,67,0,,0,,4.285714286,66.42857143,37,,,0,,0,,8.666666667,28.33333333,0,0,0,0,53729,1149,36,1113,0,3,2,31,245,812,55,1
200623009,2006,23009,ME,Hancock County,54009,36826,18445,18381,303,155,356,178,,35834,rural,Northeast,New England,339,,1586.99,1994.25,19296,2874,16422,49.25,6.125,38.875,0,1.5,0,0,44.75,23.875,3,20,41,0,0,0,4.125,0,53,8,45,70.42857143,3.928571429,66.5,0,,0,,4.571428571,65.85714286,35.33333333,,,0,,0,,7.555555556,27.77777778,0,0,0,0,53663,1004,30,974,1,1,0,28,166,755,49,4
200723009,2007,23009,ME,Hancock County,54300,36900,18499,18401,310,175,345,177,,35893,rural,Northeast,New England,339,,1586.99,1902.786,17730,3022,14708,46.5,6.25,38.75,0,1.571429,0,0,44.5,24.75,3,20,41,0,0,0,4.25,0,48,8,40,70.14285714,4.142857143,66,0,,0,,4.857142857,65.28571429,33.66666667,,,0,,0,,6.444444444,27.22222222,0,0,0,0,53631,965,32,933,1,10,2,19,157,734,38,4
200823009,2008,23009,ME,Hancock County,54371,36721,18444,18277,349,182,356,169,,35665,rural,Northeast,New England,339,,1586.99,1811.322,17616,2588,15028,43.75,6.375,38.625,0,1.642857,0,0,44.25,25.625,3,20,41,0,0,0,4.375,0,44,5,39,69.85714286,4.357142857,65.5,0,,0,,5.142857143,64.71428571,32,,,0,,0,,5.333333333,26.66666667,0,0,0,0,53219,1089,35,1054,0,6,2,27,187,831,27,9
200923009,2009,23009,ME,Hancock County,54499,36711,18466,18245,344,193,407,171,,35596,rural,Northeast,New England,339,,1586.99,1719.857,17501,2153,15348,41,6.5,38.5,0,1.714286,0,0,44,26.5,3,20,41,0,0,0,4.5,0,48,6,42,69.57142857,4.571428571,65,0,,0,,5.428571429,64.14285714,30.33333333,,,0,,0,,4.222222222,26.11111111,0,0,0,0,53174,1044,34,1010,0,5,2,27,231,738,38,3
201023009,2010,23009,ME,Hancock County,54420,36427,18317,18110,339,190,392,175,,35331,rural,Northeast,New England,339,,1586.99,1628.393,17730,1649,16081,38.25,6.625,38.375,0,1.785714,0,0,43.75,27.375,3,20,41,0,0,0,4.625,0,50,8,42,69.28571429,4.785714286,64.5,0,,0,,5.714285714,63.57142857,28.66666667,,,0,,0,,3.111111111,25.55555556,0,0,0,0,54418,1119,50,1069,0,6,8,36,311,719,33,6
201123009,2011,23009,ME,Hancock County,54358,36316,18276,18040,338,213,400,180,,35185,rural,Northeast,New England,339,,1586.99,1536.929,17730,1108,16622,35.5,6.75,38.25,0,1.857143,0,0,43.5,28.25,3,20,41,0,0,0,4.75,0,50,5,45,69,5,64,0,,0,,6,63,27,0,27,0,0,0,,2,25,0,0,0,0,54411,1027,37,990,0,5,1,31,195,761,29,5
201223009,2012,23009,ME,Hancock County,54523,36316,18299,18017,367,265,449,185,,35050,rural,Northeast,New England,339,,1586.99,1445.464,17730,1847,15883,32.75,6.875,38.125,0,1.928571,0,0,43.25,29.125,3,20,41,0,0,0,4.875,0,49,6,43,102,8,94,0,,0,6,5,91,63,5,58,0,,0,,5,58,0,0,0,0,54619,1100,42,1058,3,4,6,29,256,771,29,2
201323009,2013,23009,ME,Hancock County,54510,35801,18094,17707,395,296,456,191,,34463,rural,Northeast,New England,339,,1586.99,1354,17730,1847,15883,30,7,38,0,2,0,0,43,30,3,20,41,0,0,0,5,0,30,10,20,89,4,85,0,,0,4,4,81,38,5,33,0,,0,,3,35,0,0,0,0,54562,957,31,926,2,0,4,25,260,636,30,0
201423009,2014,23009,ME,Hancock County,54622,35274,17883,17391,415,306,438,190,,33925,rural,Northeast,New England,339,,1586.99,1354,,,,30,7,38,0,2,0,0,43,30,3,20,41,0,0,0,5,0,,,,82,,,0,5,0,,3,74,34,,,0,,0,0,2,32,0,0,0,0,55033,924,36,888,1,4,3,28,172,695,21,0
201523009,2015,23009,ME,Hancock County,54519,34915,17719,17196,443,358,450,199,,33465,rural,Northeast,New England,339,,1586.99,1354,,,,30,7,38,0,2,0,0,43,30,3,20,41,0,0,0,5,0,,,,65,6,59,0,,0,,5,60,27,6,21,0,,0,,2,25,0,0,0,0,,,,,,,,,,,,
201623009,2016,23009,ME,Hancock County,54304,34358,17474,16884,442,375,483,202,,32856,rural,Northeast,New England,339,,1586.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,
197023011,1970,23011,ME,Kennebec County,95649,57100,29534,27566,,70,,,112,56918,rural,Northeast,New England,94,12300,867.497,0,,,,23,1,22,,,,,,8,0,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20,50,50,,,,,,,,,,,,
197123011,1971,23011,ME,Kennebec County,97009,58379,30136,28243,,72,,,133,58174,rural,Northeast,New England,94,12300,867.497,0,,,,25.25,1,24.375,,,,,,9,0,8.625,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20,50,50,,,,,,,,,,,,
197223011,1972,23011,ME,Kennebec County,100209,61074,31460,29614,,77,,,153,60844,rural,Northeast,New England,94,12300,867.497,0,,,,27.5,1,26.75,,,,,,10,0,9.25,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20,50,50,,,,,,,,,,,,
197323011,1973,23011,ME,Kennebec County,100861,62079,31948,30131,,78,,,175,61826,rural,Northeast,New England,94,12300,867.497,0,,,,29.75,1,29.125,,,,,,11,0,9.875,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20,50,50,,,,,,,,,,,,
197423011,1974,23011,ME,Kennebec County,102848,63967,32914,31053,,81,,,196,63690,rural,Northeast,New England,94,12300,867.497,0,,,,32,1,31.5,,,,,,12,0,10.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20,50,50,,,,,,,,,,,,
197523011,1975,23011,ME,Kennebec County,103351,64773,33332,31441,,78,,,224,64471,rural,Northeast,New England,94,12300,867.497,0,,,,34.25,1,33.875,,,,,,13,0,11.125,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20,50,50,,,,,,,,,,,,
197623011,1976,23011,ME,Kennebec County,105220,66606,34279,32327,,80,,,250,66276,rural,Northeast,New England,94,12300,867.497,0,,,,36.5,1,36.25,,,,,,14,0,11.75,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20,50,50,,,,,,,,,,,,
197723011,1977,23011,ME,Kennebec County,107041,68292,35143,33149,,81,,,281,67930,rural,Northeast,New England,94,12300,867.497,0,,,,38.75,1,38.625,,,,,,15,0,12.375,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20,50,50,100000,3547,209,3338,0,11,26,172,877,2250,211,0
197823011,1978,23011,ME,Kennebec County,108300,69570,35794,33776,,82,,,312,69176,rural,Northeast,New England,94,12300,867.497,1355.714,,,,41,1,41,,,,,,16,0,13,5,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20,50,50,105047,3750,148,3602,1,19,32,96,1061,2339,202,0
197923011,1979,23011,ME,Kennebec County,108735,70164,36086,34078,,81,,,343,69740,rural,Northeast,New England,94,12300,867.497,1499.572,,,,45.4,1,45.2,,,,,,17.6,0,15.2,4.2,0,6.6,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20,50,50,,,,,,,,,,,,
198023011,1980,23011,ME,Kennebec County,110104,71357,36686,34671,,79,,,376,70902,rural,Northeast,New England,94,12300,867.497,1643.429,,,,49.8,1,49.4,,,,,,19.2,0,17.4,3.4,0,5.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20,50,50,109721,4666,118,4548,3,13,25,77,1151,3145,219,33
198123011,1981,23011,ME,Kennebec County,110381,71763,36848,34915,,90,,,398,71275,rural,Northeast,New England,94,12300,867.497,1787.286,,,,54.2,1,53.6,,,,,,20.8,0,19.6,2.6,0,3.8,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20,50,50,110534,4279,231,4048,2,12,34,183,1186,2617,202,43
198223011,1982,23011,ME,Kennebec County,110343,71747,36809,34938,,99,,,419,71229,rural,Northeast,New England,94,12300,867.497,1931.143,,,,58.6,1,57.8,,,,,,22.4,0,21.8,1.8,0,2.4,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20,50,50,110632,4102,160,3942,2,17,30,111,1141,2604,165,32
198323011,1983,23011,ME,Kennebec County,110710,72087,36955,35132,,112,,,439,71536,rural,Northeast,New England,94,12300,867.497,2075,,,,63,1,62,,,,,,24,0,24,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,20,50,50,111898,3805,222,3583,3,43,37,139,1028,2388,139,28
198423011,1984,23011,ME,Kennebec County,111142,72600,37216,35384,,120,,,462,72018,rural,Northeast,New England,94,12300,867.497,2166.6,,,,63.2,2,63.8,,,,,,24.6,0,24.2,2,0,1.4,0,0,0,,,,,,,,,,,,,95,4,91,0,0,0,,2,93,1,20,50,50,112703,3486,164,3322,0,26,16,122,916,2266,117,23
198523011,1985,23011,ME,Kennebec County,111168,72738,37231,35507,,132,,,473,72133,rural,Northeast,New England,94,12300,867.497,2258.2,,,,63.4,3,65.6,,,,,,25.2,0,24.4,3,0,1.8,0,0,0,,,,,,,,,,,,,93.55555556,4.222222222,89.33333333,0,,0,,1.888888889,91.66666667,1,20,50,50,112937,3429,170,3259,1,27,24,118,818,2301,124,16
198623011,1986,23011,ME,Kennebec County,111112,72863,37236,35627,,142,,,494,72227,rural,Northeast,New England,94,12300,867.497,2349.8,,,,63.6,4,67.4,,,,,,25.8,0,24.6,4,0,2.2,0,0,0,,,,,,,,,,,,,92.11111111,4.444444444,87.66666667,0,,0,,1.777777778,90.33333333,1,20,50,50,113878,3251,141,3110,4,31,10,96,631,2307,142,30
198723011,1987,23011,ME,Kennebec County,112219,73674,37588,36086,,149,,,523,73002,rural,Northeast,New England,94,12300,867.497,2441.4,,,,63.8,5,69.2,,,,,,26.4,0,24.8,5,0,2.6,0,0,0,,,,,,,,,,,,,90.66666667,4.666666667,86,0,,0,,1.666666667,89,1,20,50,50,113279,3412,143,3269,3,25,15,100,574,2539,129,27
